nose-x,nose-y,nose-p,left_eye-x,left_eye-y,left_eye-p,right_eye-x,right_eye-y,right_eye-p,left_ear-x,left_ear-y,left_ear-p,right_ear-x,right_ear-y,right_ear-p,left_shoulder-x,left_shoulder-y,left_shoulder-p,right_shoulder-x,right_shoulder-y,right_shoulder-p,left_elbow-x,left_elbow-y,left_elbow-p,right_elbow-x,right_elbow-y,right_elbow-p,left_wrist-x,left_wrist-y,left_wrist-p,right_wrist-x,right_wrist-y,right_wrist-p,left_hip-x,left_hip-y,left_hip-p,right_hip-x,right_hip-y,right_hip-p,left_knee-x,left_knee-y,left_knee-p,right_knee-x,right_knee-y,right_knee-p,left_ankle-x,left_ankle-y,left_ankle-p,right_ankle-x,right_ankle-y,right_ankle-p,camera-position,subject-position,model,date,frame-id,class
0.50233656,0.48071426,0.68573534,0.5452429,0.44789517,0.6943259,0.4651835,0.44272232,0.68105334,0.59914017,0.48780674,0.69618124,0.40712672,0.4800281,0.55682945,0.72001415,0.7362384,0.70457476,0.2693763,0.7251336,0.7568203,0.79735124,0.98347175,0.054201733,0.19438258,0.8718786,0.03275253,0.5760031,0.56493807,0.006150803,0.40063658,0.43155283,0.018249402,0.6851763,1.0298193,0.0663544,0.03696855,0.8789878,0.032130662,0.7414171,0.75391525,0.015943846,0.43622908,0.43528375,0.0027385405,0.5014971,0.57026947,0.015143574,0.023153428,1.0004697,0.06118369,frontal,sitting,movenet_thunder,1705583560,d5e600e0-448e-4cc3-bea7-e4edcc470ef6,center
0.56731284,0.53716445,0.5836331,0.62212145,0.53002584,0.51541644,0.5529471,0.48156652,0.7197603,0.6553821,0.58031285,0.6716671,0.4809789,0.4619935,0.5688824,0.704805,0.7384349,0.7432734,0.25920233,0.71237534,0.73048794,0.75629795,0.8724714,0.038286053,0.16630411,0.98095024,0.05150913,0.6690137,0.8732063,0.01537839,0.007085736,0.8568777,0.028979952,0.6059075,1.0344764,0.052740745,0.029500432,0.8658684,0.026455443,0.7237772,0.76903564,0.02337493,0.0054086833,0.9869568,0.036629945,0.59434134,1.018481,0.0044388874,0.020324612,1.0035362,0.05300624,frontal,sitting,movenet_thunder,1705583565,06cd00bd-1b46-43d3-963b-4449b5c93e74,left
0.41215143,0.506848,0.6552292,0.43515995,0.45467484,0.5239653,0.36471233,0.5037944,0.66237533,0.5251498,0.46151432,0.7582915,0.33814624,0.56460804,0.5315156,0.7150346,0.7373357,0.7091176,0.26238346,0.722096,0.66460043,0.7933208,0.9861806,0.039168388,0.20041582,0.871653,0.035101134,0.5722957,0.6533768,0.004781939,0.15530324,0.76904994,0.02299685,0.7428338,0.9989063,0.053320922,0.39154163,1.016191,0.03200194,0.0041916305,0.892579,0.06181038,0.009527873,0.88387394,0.048304632,0.013566988,0.86387306,0.08299794,0.011374232,0.8683827,0.06990841,frontal,sitting,movenet_thunder,1705583567,2a4b4aa3-142f-4876-b7dc-27632647c44d,right
0.57082057,0.54702234,0.48566845,0.6260751,0.5429053,0.40415055,0.5610125,0.4903404,0.6202976,0.66127026,0.59654385,0.64362234,0.48942146,0.46672046,0.6095428,0.7050214,0.7478094,0.6741399,0.26167473,0.7095371,0.7023745,0.75724214,0.8713168,0.03411247,0.18223457,0.87445736,0.03712201,0.5995662,0.76795256,0.010885634,0.009861857,0.8572042,0.02728079,0.0036894635,1.0033985,0.04093294,0.044078927,0.882099,0.029074844,0.7367328,0.8553962,0.02457274,0.009263552,0.98455775,0.046699457,0.01910131,0.99734706,0.0257675,0.022764996,1.00251,0.06080035,frontal,sitting,movenet_thunder,1705583571,884dfebe-2a49-498f-9b20-9f878270a883,left
0.4017467,0.51944834,0.6168839,0.423507,0.46378872,0.64056396,0.35544825,0.51751345,0.58291656,0.512938,0.46227938,0.6566824,0.33366594,0.5710825,0.5974118,0.71363413,0.7372122,0.7067262,0.26335672,0.7231169,0.6747082,0.7718956,0.8765376,0.020878239,0.19828543,0.8714424,0.04134907,0.5789977,0.6657813,0.0040003164,0.15735252,0.76865387,0.019213365,0.728915,1.0009711,0.048126444,0.39440635,1.0156076,0.04150095,0.0014996845,0.8944868,0.046245113,0.0076320414,0.8989378,0.04014861,0.012441809,0.86511916,0.054630682,0.010054911,0.870019,0.054603733,frontal,sitting,movenet_thunder,1705583575,5bd2d8b8-cc45-4f21-a861-17c581ef62a8,right
0.5030968,0.49879664,0.64397615,0.5444639,0.45829374,0.5212862,0.4617805,0.45765847,0.7463585,0.59807324,0.4864548,0.5788567,0.4017531,0.48725942,0.5708719,0.71553373,0.73874456,0.77708876,0.26518655,0.72842634,0.6881337,0.7710507,0.87715685,0.01943977,0.19446237,0.8728188,0.021559767,0.5180104,0.6674424,0.0139500825,0.9645425,0.3860953,0.052461088,0.6566627,1.0307806,0.059096735,0.03505734,0.8783537,0.03122511,0.7401897,0.758575,0.01875731,0.4273021,0.45166993,0.0034766062,0.5240134,0.6743932,0.016823856,0.020712968,1.0023588,0.05045601,frontal,sitting,movenet_thunder,1705583578,c4a70b80-e888-4dbf-b38b-8c2a22ec863f,center
0.5037048,0.49428856,0.7157105,0.5439271,0.456142,0.56113905,0.46205258,0.45485458,0.6047593,0.5979903,0.48663673,0.6219943,0.4023163,0.48646677,0.63447547,0.71828824,0.7395909,0.75551593,0.26270604,0.7289534,0.7442596,0.76922977,0.8725678,0.022615325,0.19786736,0.98435044,0.028257752,0.517969,0.66603416,0.011412005,0.39738595,0.4414806,0.017075032,0.6574632,1.0297642,0.05972498,0.03615485,0.87759525,0.026820382,0.73820823,0.7712467,0.021705365,0.42858484,0.4512549,0.0035916772,0.49663234,0.65436006,0.019396126,0.020216223,1.003219,0.04732458,frontal,sitting,movenet_thunder,1705583579,625e5f33-572a-441c-b7be-affb93251f8d,center
0.5021054,0.49477282,0.6870051,0.54366815,0.45633402,0.6497963,0.46032876,0.45517248,0.5984817,0.5977209,0.48462245,0.5424668,0.40131402,0.48821324,0.54846895,0.7150859,0.73780006,0.76640815,0.2642041,0.72679746,0.6989238,0.7713133,0.8765773,0.02548338,0.1940044,0.9840455,0.027913231,0.5156856,0.667246,0.012405673,0.38651145,0.45784444,0.0166971,0.6561399,1.0293434,0.062686935,0.040796135,0.8769894,0.023230622,0.74041677,0.7607492,0.017950283,0.42768523,0.4504918,0.0033281234,0.5089047,0.6734671,0.019936994,0.023352008,1.0028282,0.048374668,frontal,sitting,movenet_thunder,1705583580,5b7a56d2-e4e1-4e80-91d9-c492f6f28857,center
0.60356504,0.5346768,0.48310146,0.6533845,0.53404695,0.61116546,0.5894991,0.4787626,0.6678914,0.6756301,0.5930375,0.58020586,0.509478,0.46191612,0.5449664,0.7150181,0.75268567,0.8089979,0.27547768,0.7028053,0.71434724,0.76943666,0.8670649,0.03417177,0.18448496,0.8713269,0.06521777,0.6743544,0.59227395,0.028982682,0.16267519,0.8687865,0.024877863,0.6640965,1.0277963,0.0443465,0.24945839,0.99599993,0.05281247,0.73962,0.7709721,0.03395851,0.61637527,0.8527877,0.017528534,0.96832573,0.9889128,0.020447407,0.017926916,1.0053726,0.044241212,frontal,sitting,movenet_thunder,1705583584,20619fd0-af94-483c-baac-9dae71fbcaef,left
0.4296755,0.5035991,0.68340945,0.4509233,0.45143774,0.529444,0.3765431,0.50081176,0.5285826,0.5298296,0.46035087,0.6790539,0.34523112,0.5661831,0.52125895,0.7186938,0.7372053,0.7397847,0.26555818,0.72767293,0.7416841,0.78123593,0.984956,0.035113767,0.20511946,0.8692599,0.032615785,0.39347512,0.506587,0.024793766,0.31061637,0.51017046,0.050033137,0.74367607,0.9996359,0.045159716,0.4051023,1.0186967,0.025775444,0.74308014,0.75611645,0.028335255,0.007142515,0.89856136,0.03897157,0.011554341,0.8772769,0.049844097,0.02550681,0.9989452,0.05522171,frontal,sitting,movenet_thunder,1705583586,5f2a07da-aa14-429b-a841-fc608bff8a7c,right
0.5052975,0.48782712,0.5061564,0.54670435,0.45160437,0.4589356,0.46556363,0.44994542,0.59732246,0.59959257,0.48730054,0.6634709,0.406439,0.4835539,0.52359277,0.71658826,0.7411091,0.77240896,0.26527864,0.723059,0.6895541,0.7697675,0.87781733,0.019047977,0.19750948,0.8742141,0.025544927,0.58782184,1.0006365,0.03105066,0.4021781,0.43038464,0.01601563,0.65450084,1.0304663,0.05951436,0.035962638,0.87950027,0.033948507,0.7417826,0.75959074,0.019195963,0.01923649,1.0033019,0.038386762,0.50779575,0.6556605,0.016085349,0.023296058,1.0009449,0.058380533,frontal,sitting,movenet_thunder,1705583589,7bae1543-2a52-47f4-9345-2bbf98b0e068,center
0.4834003,0.49220422,0.6159574,0.52619165,0.4563966,0.64957726,0.44515747,0.454332,0.57530254,0.58373046,0.48840487,0.7179542,0.39077726,0.48648787,0.5503156,0.7040029,0.7384795,0.7224598,0.25658122,0.7272832,0.7357804,0.7577677,0.8751767,0.022856928,0.18479103,0.8683853,0.035527855,0.5834205,1.0030751,0.0315021,0.38795197,0.49707574,0.017111812,0.64052725,1.029506,0.059163548,0.04398371,0.8783184,0.03151471,0.72484785,0.7641739,0.021882072,0.4231931,0.44884965,0.0021098445,0.523915,0.6756582,0.008759462,0.021476783,1.0023621,0.0516489,frontal,sitting,movenet_thunder,1705583593,49b2f66c-b827-4c83-a2e6-2278a31ab0d4,center
0.48401666,0.4932735,0.5736791,0.52702487,0.45749223,0.69337124,0.44643357,0.4553675,0.6374872,0.58395326,0.48892966,0.7362242,0.39351898,0.48701122,0.6435059,0.7042404,0.7400051,0.7184059,0.25914407,0.7270162,0.7344749,0.7575371,0.87532127,0.02421847,0.19206785,0.8730371,0.021428628,0.504258,0.66887504,0.011983999,0.39234602,0.49476826,0.014672766,0.64215124,1.0293753,0.061052218,0.009766399,0.99269277,0.027472813,0.7242997,0.76422757,0.02253118,0.42341402,0.4491365,0.0020967196,0.5105728,0.67642283,0.011179174,0.020637274,1.0037631,0.04681267,frontal,sitting,movenet_thunder,1705583594,ec66e017-ee79-4ab3-8406-bc8973833e5d,center
0.48445636,0.49451828,0.66560084,0.5280188,0.4577735,0.6706197,0.44763526,0.45594588,0.624991,0.5849364,0.488198,0.72261924,0.39360973,0.48634326,0.62535775,0.7042309,0.7390582,0.705411,0.2571724,0.72671723,0.78362906,0.7594588,0.8763047,0.024127398,0.19176634,0.8700916,0.024946366,0.5188732,0.6523075,0.010500178,0.39210722,0.49502772,0.015119435,0.6409064,1.0311464,0.056929838,0.04534413,0.8648966,0.02607115,0.72404355,0.76543134,0.019532472,0.42238137,0.45007798,0.002521254,0.524453,0.6575599,0.010413678,0.56050235,0.4949748,0.012765394,frontal,sitting,movenet_thunder,1705583595,9daca0f5-c14b-4f09-be30-ce616fd234d3,center
0.48336878,0.49516532,0.6028731,0.5262585,0.45831415,0.74451154,0.44513983,0.45683223,0.68742687,0.5849832,0.48767933,0.6903217,0.39123648,0.4855755,0.54295415,0.7052724,0.73736143,0.6804412,0.2569404,0.7243053,0.7728687,0.758432,0.87446743,0.022364223,0.19234678,0.8680251,0.026954176,0.57227194,0.9993263,0.039959732,0.96372354,0.3954384,0.09462181,0.6415492,1.028166,0.061270196,0.04016932,0.8785446,0.025794694,0.72463965,0.7656607,0.021519614,0.42209944,0.44899863,0.0022578612,0.4981026,0.65553534,0.016173573,0.019671533,1.0060334,0.042283382,frontal,sitting,movenet_thunder,1705583595,beb74948-5e8c-47bf-9aba-3c0698cd53e8,center
0.5757218,0.5207864,0.52970845,0.6302442,0.51516795,0.5694192,0.5594277,0.46846002,0.48575076,0.6589724,0.57954854,0.56662995,0.4823831,0.4628438,0.5299937,0.7045841,0.7423362,0.7439506,0.27002424,0.71157455,0.8055666,0.7394667,0.7555376,0.007324904,0.18923351,0.8740256,0.04471077,0.6705945,0.5744089,0.019259319,0.4578081,0.5127524,0.017761929,0.6355522,1.0342418,0.050035007,0.04742182,0.8812014,0.020922825,0.7193192,0.76189965,0.0141018815,0.002472992,0.98722243,0.033530585,0.9700406,0.9914409,0.014735105,0.017265208,1.0074198,0.04494546,frontal,sitting,movenet_thunder,1705583598,536ca3ca-8479-4a1e-9856-5070449f56cd,left
0.5707762,0.51926494,0.5405536,0.6255964,0.51525325,0.4638506,0.5588215,0.4658759,0.6166866,0.65601486,0.5816191,0.5256732,0.4844153,0.46145204,0.5907499,0.70275,0.74652374,0.72886586,0.27078578,0.7123615,0.801418,0.7595418,0.87521946,0.02480756,0.17990336,0.98194766,0.044767115,0.66848844,0.571148,0.020306379,0.122568846,0.454492,0.0020817916,0.0008186104,1.0059986,0.036312945,0.0111953635,0.9946055,0.032525208,0.7237867,0.76746166,0.019084096,0.012203952,1.0079883,0.031574514,0.972677,0.9900483,0.014963838,0.016259998,1.0084485,0.039354507,frontal,sitting,movenet_thunder,1705583599,810ef92c-84b6-443d-8e1d-aa7e9028dc46,left
0.58535075,0.52039653,0.5329191,0.6380959,0.5219513,0.60991323,0.5720606,0.46866164,0.6091847,0.6664405,0.5828475,0.6761239,0.49591786,0.45943904,0.4336783,0.7085079,0.7513345,0.7290427,0.27660882,0.70912296,0.7192618,0.7481089,0.7490444,0.008094131,0.19313759,0.8743777,0.041712206,0.6881827,0.5778632,0.033137944,0.46864673,0.51542425,0.017576661,0.0024755509,1.0034136,0.035894126,0.23409075,0.9947848,0.040048182,0.7408256,0.77207774,0.026951924,0.0059083323,0.9849578,0.043490972,0.9681567,0.99010134,0.014630078,0.02087861,1.003152,0.05982553,frontal,sitting,movenet_thunder,1705583600,a288ce3a-0984-431f-913d-4b54ea55a944,left
0.5862359,0.5199181,0.50839436,0.6397336,0.5212038,0.57461137,0.5729589,0.468292,0.6018397,0.66933453,0.5840609,0.7148815,0.49581215,0.46161664,0.55774605,0.7107285,0.75473803,0.69418675,0.2746905,0.70871156,0.6957858,0.7462065,0.7481193,0.009420779,0.19205506,0.8755596,0.037993643,0.6755678,0.58714324,0.027374785,0.17922561,0.47110382,0.0018385508,0.0037508607,1.0022147,0.032453228,0.045739807,0.88158584,0.02424445,0.73821366,0.769052,0.03076235,0.008201082,0.98401874,0.037750177,0.96985936,0.99092793,0.015615097,0.022089764,1.002192,0.058690935,frontal,sitting,movenet_thunder,1705583601,9cee80ad-531e-422b-8237-3d5c10cb1968,left
0.38222975,0.50650233,0.6069075,0.40463838,0.45492312,0.39772364,0.33932808,0.50872564,0.62162054,0.49597052,0.45596883,0.68205917,0.32149547,0.5712875,0.59358025,0.70146483,0.7316173,0.7867635,0.2566768,0.728764,0.7503262,0.7912023,0.98626876,0.050092235,0.19483706,0.86542636,0.05253599,0.5586428,652,0.004752989,0.306533,0.5270506,0.032034617,0.74335045,0.99764425,0.0453901,0.3787382,1.0146228,0.038082495,0.7261095,0.7553497,0.022018673,0.004832902,0.8835286,0.03688255,0.4794745,0.57314074,0.01821342,0.024293132,0.9992564,0.06440037,frontal,sitting,movenet_thunder,1705583612,0ce79e68-351b-47a2-b082-13d96f0907b7,right
0.3834732,0.5047201,0.65049016,0.40287718,0.45556095,0.5776097,0.33910608,0.50788754,0.75927746,0.49342626,0.45292547,0.6030413,0.3206284,0.5709841,0.60277814,0.7022368,0.73052007,0.77707237,0.25581032,0.7272109,0.7649978,0.79158014,0.98670846,0.04339286,0.19276714,0.87027967,0.054336067,0.5563681,0.65387934,0.0057750004,0.15343793,0.7746297,0.015400008,0.73084414,0.99884427,0.04615425,0.3767285,1.0144652,0.032309026,0.0005292315,0.89318,0.040223733,0.005280705,0.89807826,0.037836924,0.010179498,0.86586916,0.046907786,0.022909388,1.0005188,0.05656381,frontal,sitting,movenet_thunder,1705583613,06f0007c-7bea-4a52-9124-056899753b5e,right
0.38635948,0.50506836,0.63996106,0.4074237,0.4550414,0.5400785,0.3417318,0.50744,0.65038747,0.49730733,0.45761862,0.6527766,0.32170945,0.5700027,0.58128166,0.70431507,0.7320269,0.717135,0.2553406,0.7258458,0.74679106,0.79168063,0.9863121,0.050304238,0.19207257,0.87321216,0.03875615,0.34357777,0.5060237,0.0313974,0.303205,0.5206562,0.034206685,0.73107,0.9989607,0.044944882,0.37846085,1.0162588,0.029084018,-0.0006821351,0.89599967,0.03585738,0.019659942,1.0029788,0.037649527,0.47860554,0.57528055,0.019566962,0.023880696,0.99987406,0.061726607,frontal,sitting,movenet_thunder,1705583613,5c033571-8731-47eb-9746-6d218b5022b2,right
0.38882104,0.50549406,0.5946416,0.4084035,0.45455655,0.5713516,0.34365743,0.507068,0.55052716,0.4962111,0.45637575,0.59130347,0.32224032,0.56926286,0.5917825,0.7052339,0.73068905,0.681734,0.25506195,0.72858304,0.7508801,0.79078025,0.9861915,0.05017511,0.19282092,0.8705556,0.03396979,0.34441718,0.5067189,0.030061996,0.28566557,0.5007761,0.040876143,0.7288527,0.99993813,0.045825254,0.39125594,1.0159594,0.034298338,-0.0023719948,0.8929118,0.03286009,0.6164574,0.86189866,0.024186434,0.47992143,0.57452554,0.017856965,0.022180587,1.0012378,0.053985495,frontal,sitting,movenet_thunder,1705583614,4f8144a3-d8e6-4a79-ba63-a7f801335e26,right
0.3893847,0.506344,0.59478176,0.40900964,0.4549071,0.57943165,0.3442537,0.5074003,0.591983,0.49526176,0.45477965,0.56452745,0.32158998,0.5675131,0.61527896,0.7060237,0.7310719,0.659326,0.25631988,0.72616976,0.75975037,0.79012847,0.9848465,0.059362717,0.19057235,0.86944646,0.06941785,0.55735314,0.6533514,0.006284206,0.3045097,0.52243793,0.03640994,0.7299606,1.0006516,0.041698534,0.37871307,1.0134906,0.03792385,0.74090874,0.8600301,0.026917163,0.018483028,1.0031322,0.038182285,0.4792063,0.57572585,0.020980073,0.022543311,1.0011562,0.060907777,frontal,sitting,movenet_thunder,1705583615,2b0ada90-2115-42c3-bb6a-ca8c5899fe68,right
0.38975534,0.50469756,0.5452316,0.41293395,0.4535809,0.58935136,0.34575197,0.5043936,0.6077454,0.50299954,0.4566397,0.6938355,0.32398564,0.56570333,0.5673768,0.7031182,0.7326998,0.6990062,0.25730148,0.7271905,0.7508874,0.7798874,0.983674,0.04202443,0.19328533,0.86994857,0.04774968,0.6034128,0.99408937,0.039030887,0.014422012,0.8040132,0.034195684,0.7292687,0.9982352,0.04879495,0.39176702,1.0158308,0.032817576,0.00043041073,0.8937874,0.03870567,0.017004456,0.9853518,0.03947688,0.48707026,0.5578757,0.021318495,0.024003468,1.0006397,0.06155446,frontal,sitting,movenet_thunder,1705583615,1d666b94-ac29-4494-8f45-8540d60b0719,right
0.59327984,0.6266713,0.5094158,0.6397231,0.59657776,0.48524994,0.57057655,0.57048887,0.6700665,0.6645519,0.59274566,0.40621564,0.48994395,0.5022718,0.50670576,0.7043797,0.750172,0.71227574,0.26304364,0.7179934,0.6943139,0.75914156,0.87598103,0.03754126,0.19205177,0.8717795,0.024285171,0.58820564,0.86838037,0.018583972,0.41339558,0.98915267,0.024957271,0.6436775,1.0066984,0.038489,0.22912319,0.88685703,0.03217053,0.73381615,0.76243323,0.029700026,0.29475117,0.8685849,0.0047493004,0.5718986,0.7825835,0.02440095,0.017917681,1.0058588,0.04844753,frontal,sitting,movenet_thunder,1705583621,ccd2a412-963c-42b7-beaf-6400d41078f8,wrong-left-forward
0.594945,0.62760645,0.5704475,0.64146537,0.59823346,0.52955306,0.5725118,0.5743688,0.52904004,0.6648125,0.5912367,0.40467706,0.49004796,0.5043304,0.54298997,0.7037919,0.7487539,0.71048224,0.2629358,0.7193228,0.6437835,0.757018,0.87050986,0.049250465,0.19155928,0.8708879,0.02349077,0.5901201,0.8678259,0.0149846235,0.38497818,0.99447536,0.019727282,0.62898314,1.0091788,0.03735871,0.22899474,0.88746285,0.033730634,0.73435175,0.76191914,0.03836506,0.004730258,0.9863272,0.038661495,0.5737225,0.7828139,0.023192424,0.019270647,1.0051862,0.050662816,frontal,sitting,movenet_thunder,1705583622,c37212ed-d385-48da-a080-3b3e0d4a4ffb,wrong-left-forward
0.39971018,0.6258969,0.563526,0.42843312,0.5652115,0.5648718,0.3550724,0.59832597,0.62147063,0.5122665,0.50875616,0.5821633,0.33120525,0.5971396,0.26680458,0.7147454,0.7360515,0.68173516,0.26319766,0.7371854,0.6993564,0.7707799,0.9846122,0.061683275,0.20088285,0.8675916,0.05417388,0.60105664,0.99022335,0.03651035,0.1583356,0.8686568,0.02782373,0.6740051,1.028825,0.060912564,0.392202,1.0200735,0.03202986,0.024453664,0.9775341,0.050075434,0.36205387,0.34604824,0.018040556,0.5134792,0.449716,0.01982709,0.40779868,0.35127297,0.032379627,frontal,sitting,movenet_thunder,1705583625,815b5cf1-1c66-4e5f-af30-f044ab472061,wrong-right-forward
0.3964519,0.62594944,0.57834303,0.42523223,0.5662727,0.46259603,0.3518851,0.5974146,0.60745496,0.510365,0.50885993,0.6974535,0.3282806,0.59115016,0.22859608,0.71029013,0.73474765,0.71439064,0.26018226,0.7375551,0.6808627,0.7711848,0.9850232,0.058072932,0.20299338,0.8067945,0.024589397,0.6010909,0.99283487,0.030077098,0.16036795,0.86740255,0.01925781,0.6736658,1.0289513,0.06058712,0.3895689,1.0163733,0.038091827,0.02644287,0.97768706,0.05885632,0.3590844,0.34872183,0.015821042,0.51338536,0.4497049,0.019178424,0.40700394,0.35138142,0.033008933,frontal,sitting,movenet_thunder,1705583626,b290089a-b4b9-41a8-94b9-0ffad83f6b0e,wrong-right-forward
0.39748067,0.62573284,0.5717721,0.42674977,0.56483793,0.48972878,0.35310754,0.59726506,0.61175716,0.51205415,0.5103047,0.6403315,0.3290399,0.5918551,0.21776192,0.70972097,0.7383914,0.6260639,0.2603377,0.73343223,0.7282804,0.77027607,0.98593205,0.040079985,0.20037472,0.8065571,0.03015255,0.60023093,0.995096,0.02859436,0.16167745,0.8660568,0.03250081,0.6899823,1.0278703,0.05531796,0.390716,1.0178825,0.035189398,0.7320322,0.7509392,0.019541144,0.37347335,0.34530318,0.019136958,0.51872957,0.45196435,0.018551586,0.4052568,0.3493193,0.03117802,frontal,sitting,movenet_thunder,1705583626,58858580-d1f6-47b3-b87e-0c2afa3b98e4,wrong-right-forward
0.49445218,0.47362792,0.68521893,0.53707176,0.4435012,0.8207522,0.4534521,0.4403844,0.4730172,0.59015286,0.4889997,0.67062384,0.3980246,0.484661,0.6121645,0.710689,0.73704654,0.7347022,0.2639989,0.7244064,0.68356174,0.7937018,0.98586154,0.039169826,0.19594242,0.8747034,0.029472144,0.5901711,1.000248,0.031629022,0.3860495,0.45805234,0.017882941,0.6573091,1.0292932,0.060421396,0.04077654,0.87925977,0.02567905,0.739502,0.76162577,0.01244053,0.46030194,0.51513785,0.0019076776,0.53876513,0.7273512,0.005742147,0.55837494,0.48056775,0.02288404,frontal,sitting,movenet_thunder,1705583629,65728ec1-c3f4-4104-83f5-bed676516cfa,center
0.4528472,0.46812108,0.4875507,0.5005643,0.4310495,0.5341424,0.40966904,0.42827755,0.73258394,0.5615408,0.47924417,0.5698917,0.3486119,0.4692928,0.5998799,0.70368785,0.75740355,0.71493155,0.2036106,0.7411811,0.7282522,0.77093756,0.87216455,0.015740309,0.024698453,0.977782,0.059032254,0.54841924,0.54644656,0.012246304,0.04530785,0.40159956,0.022592386,0.6496316,1.032408,0.050269395,0.045907065,0.98215675,0.034453098,0.7236123,0.7740977,0.016910529,0.39644837,0.44931063,0.0023053533,0.49752414,0.6548444,0.014188205,0.019011978,1.0047758,0.049396638,frontal,sitting,movenet_thunder,1705583633,0f9a870d-00e4-4493-aaad-a8cab983cf17,center
0.45727333,0.4691249,0.6496579,0.5049537,0.4306229,0.73414356,0.4164424,0.42696133,0.7263456,0.5651325,0.4772474,0.67305195,0.35428604,0.46764064,0.6162732,0.70615005,0.7637374,0.6516641,0.20365725,0.7477717,0.7045136,0.7724238,0.8711439,0.019221848,0.023652997,0.976033,0.03969915,0.5484002,0.54607385,0.014433412,0.042308602,0.3875684,0.021962881,0.67800593,1.0240164,0.055474415,0.046903342,0.9823459,0.02784818,0.7250091,0.7803909,0.019693516,0.4002598,0.46469623,0.002758084,0.4991304,0.6688009,0.015472239,0.020049252,1.0031571,0.05035279,frontal,sitting,movenet_thunder,1705583633,3651b6f3-d004-407b-8532-fd7a64875ee6,center
0.5487471,0.5207726,0.5427083,0.60810024,0.51418376,0.46105322,0.5300235,0.46081877,0.6329525,0.64048254,0.57770187,0.59872496,0.44749603,0.44504943,0.56100863,0.70172685,0.7582936,0.76242405,0.21138382,0.732823,0.7643925,0.7266856,0.76366484,0.010848674,0.028825615,0.9805279,0.08233638,0.604034,0.61428404,0.01969601,0.10223816,0.44229102,0.00230888,0.641703,0.9961045,0.056305274,0.054394253,0.98307824,0.03952598,0.7230755,0.77297574,0.023893517,0.3410915,0.99902964,0.022141404,0.6264283,1.0167602,0.0057995236,0.58335763,1.0125517,0.010413944,frontal,sitting,movenet_thunder,1705583638,41a938c8-ec3a-4c50-902a-fc94c94aecc5,left
0.5404709,0.5195435,0.5387689,0.6052457,0.51145387,0.53432554,0.5260703,0.45752,0.57501984,0.6422658,0.5717789,0.64569825,0.44957766,0.44069797,0.57246876,0.7015579,0.76402646,0.72360605,0.20960826,0.73256296,0.74278706,0.7190621,0.76933914,0.010230025,0.02972388,0.97761273,0.08487931,0.6185353,0.70797926,0.007796068,0.035623014,0.39892438,0.010386716,0.71007717,0.88373184,0.06356898,0.047346786,0.9850723,0.052149564,0.7231451,0.77644306,0.02595188,0.3897347,0.99924594,0.025141872,0.6105165,1.0190096,0.0052249986,0.018766075,1.0060835,0.037647456,frontal,sitting,movenet_thunder,1705583638,e3571b9c-8d21-4a38-a975-8221f8935cb3,left
0.392902,0.5106896,0.5774451,0.41851223,0.4491394,0.6199735,0.3386656,0.49774906,0.59292966,0.5104827,0.44633883,0.719325,0.30989203,0.55300564,0.57467383,0.7209997,0.7511008,0.6094386,0.23199908,0.7421117,0.75688714,0.78691256,0.8732767,0.023585027,0.13633804,0.87381905,0.027689625,0.53324527,0.64010704,0.006876143,0.96181613,0.36744183,0.11743805,0.7471437,0.99335897,0.060072083,0.7071983,1.0162761,0.032421295,0.59020346,1.0146695,0.03092256,0.4452492,0.99125046,0.034793425,0.48180607,0.57958037,0.019338055,0.018400287,1.003029,0.05480138,frontal,sitting,movenet_thunder,1705583642,e38d0ee2-286b-40c9-9588-ea97a772f1d6,right
0.39504433,0.50992006,0.6167186,0.41945273,0.44868818,0.60986686,0.33871105,0.49636322,0.5839394,0.50893277,0.44497085,0.73684245,0.30701175,0.5528829,0.61306334,0.7204328,0.7501357,0.65026015,0.22930644,0.7420959,0.6812703,0.7839014,0.875003,0.023309741,0.1304569,0.87056005,0.0463361,0.55568457,0.64753467,0.0058038305,0.16365454,0.7283425,0.018846523,0.7451979,0.99128926,0.062449303,0.3771727,1.0194879,0.027264385,0.5889724,1.0097562,0.04225388,0.4017845,0.27898562,0.0037263383,0.4904596,0.54461986,0.01592916,0.016697854,1.0044311,0.05098891,frontal,sitting,movenet_thunder,1705583642,cb7c286e-bbe2-4729-8b5c-1fa3bb3f91c4,right
0.48613957,0.473657,0.67200315,0.53577447,0.43555278,0.6042634,0.44456914,0.43092546,0.79536146,0.5919525,0.48467916,0.56138545,0.38189137,0.47049242,0.65202343,0.7213419,0.75709903,0.69007283,0.23008913,0.7379079,0.73595345,0.7831533,0.86740375,0.026444454,0.021906735,0.977271,0.05297376,0.5614626,0.54560834,0.011534205,0.15084137,0.45438856,0.0036244914,0.6621363,1.0294275,0.058959577,0.03818261,0.9814514,0.034234382,0.7406229,0.7785672,0.019134589,0.41232133,0.46689188,0.004305185,0.536943,0.6520205,0.008790171,0.55945337,0.4792796,0.031609036,frontal,sitting,movenet_thunder,1705583645,9917cec4-9592-4d37-b3b4-d98b09edf53f,center
